title,name,url,lat,long,artist,description,artist_state,address,img_link 
Collective Echoes," ""Cedar Cottage Neighbourhood House""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=378&Neighbourhood=&Ownership=&Program=, -123.065168,49.248832,"['M. Simon Levin', '', '', '', 'Kristine Germann']",The community had input into the images and the artists designed stencils that were then used to paint images onto the sidewalks and area surrounding the community centre.,"The project intention was for a group of established artists to steward a group of young emerging artists (16-24) to create six projects addressing issues of identity. An audio element would be the only integrating feature, connecting the projects with an audio tour. The projects were developed through a collective process. Mentoring artists included Claudia Cuesta, Henry Tsang, Pia Massie, Sharon Yuen, Seth Adrian Harris, Pat Beaton, Skai Fowler, and Rob Kosinuk.  Youth Project Managers were Naomi Steinberg and Dana Thorne.", 4065 Victoria Drive,
The Drop," ""Vancouver Convention Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=495&Neighbourhood=&Ownership=&Program=, -123.114089,49.289384,['inges idee'],"A large, gentle ""raindrop"" captured in its descent at the moment of contact.","Thrust into the waters of Burrard Inlet, The Drop playfully invites the viewer to reflect on our relationship with this precious commodity of water, and by extension, on the history, complexity, and future of our waterfront.

The Drop pays homage to the element of water and the un-tameable forces of nature which are omnipresent in Vancouver.  The slender, elongated sculpture balances as if a huge raindrop were on the verge of landing on the sea walk.

Although the sculpture takes a natural phenomenon as its starting point, it displays a technical perfection, artificially coloured to correspond to the sky and contrasting with the pale yellow mass of the mountain of sulphur visible on the horizon, waiting to be loaded into cargo ships.

The sculpture’s angle and orientation create a visual dialogue with the architecture of the Convention Centre West, as well as with the bows of the gigantic cruise ships frequently docked nearby.  Like an abstract, radiant-blue ship’s figurehead, it marks the interface between land and water, between nature and technology.",1055 Canada Place (foot of Burrard Street),https://app.vancouver.ca/publicart_net/Img/jpg/495.jpg
Peopling the Playground," ""L'Ecole Bilingue""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=276&Neighbourhood=&Ownership=&Program=, -123.130626,49.257971,['Sally Gregson'],The colourful figures on the mural depict the children who use the playground.,"The school desired a mural with representations of community and school playground  activities. The inspiration was taken from depictions done by grade 2&3 students. There were 8 classes involved. These were enlarged, adapted into compositions and sketched on the wall, then painted.", 1166 West 14th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/276.jpg
Christopher Columbus," ""Hastings Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=159&Neighbourhood=&Ownership=&Program=, -123.042774,49.284136,['Unknown'],"A commemorative statue that represents Christopher Columbus as a boy, it was originally installed in a small square at Clark Street and 5th Avenue but now resides in Hastings Park. The statue was erected in memory of the Honourable Angelo E. Branca, Q.C., October 11, 1986.",,,https://app.vancouver.ca/publicart_net/Img/jpg/159.jpg
Welcome Figures (Vancouver Museum and Planetarium)," ""Vancouver Museum and Planetarium""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=373&Neighbourhood=&Ownership=&Program=, -123.147461,49.277073,['Joe David'],"Culture Style:  Nuu-chah-nulth

The welcome figures, carved in the tradition of the Clayoquot, have arms that swivel at the shoulder.  When positioned at the beach to welcome guests to a special event at the village, the welcome poles had their arms raised; when not in use, the arms were lowered to facilitate storage.

The man wears the traditional knobbed hat of a high-ranking person, perhaps a whaling chief, while the woman wears the domed hat common among her people.  Both wear skirts that in reality would have been made of inner cedar bark, softly shredded and finely woven.  Examples of such clothing can be seen inside the museum, along with many other exhibits of early times.","These dramatic figures, which were originally commissioned to flank the entrance to the British Columbia pavilion at Expo 86 in Vancouver, stood near totem poles from other tribal groups.", 1100 Chestnut Street,https://app.vancouver.ca/publicart_net/Img/jpg/373.jpg
Centennial Pole (totem)," ""Hadden Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=26&Neighbourhood=&Ownership=&Program=, -123.147597,49.277073,['Mungo Martin'],"""Each of the ten figures is the crest of one of the ten Kwakiwaka'wakw clans representing the mythical ancestry of the clan.  From the top down:: chief wearing high crowned hat and robe; Beaver; Old Man; Thunderbird and Sea Otter holding seal; Raven head down; whale with face for blowhole; woman crouching on head of Sisiutl; Halibut with human in its body; Cedar Man with head and neck rings.""  (From Totem Poles, Hilary Stewart, 1990, Douglas & McIntyre)","The original pole was commissioned by the province in 1958 and presented to Queen Elizabeth.  The pole is 30.5m (100ft) high representing one foot for each year of the Province's existence at the time. The original log was a 600 year old red cedar from the Queen Charlotte Islands. At the First Cut Ceremony, Lt. Gov. Frank M. Ross made the first cut into the log. Mungo Martin worked with his nephew Henry Hunt and his son David Martin to complete the pole in seven months. This pole stands in Windsor Great Park in England. The Vancouver pole is an exact duplicate. - ibid, Stewart",Odgen Street & Cypress Street,https://app.vancouver.ca/publicart_net/Img/jpg/026.jpg
Robson Park Community Mural," ""Robson Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=675&Neighbourhood=&Ownership=&Program=, -123.092673,49.25851,['Lindsey Kyoko Adams'],"Artist Lindsey Adams led the design and development of a community mural in order to revitalize and enhance public space. The mural captures ideas generated by local non-profit organizations, community members, and park users, leading to the development, design, and painting of this mural.","This was an opportunity to create local, meaningful, and immediate improvements with the neighbourhood.",Robson Park at St. George Street and 13th Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/675.jpg
AIDS Memorial," ""Sunset Beach""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=443&Neighbourhood=&Ownership=&Program=, -123.136502,49.27788,['Bruce Wilson'],"The ribbon of steel is composed of 20 steel panels anchored to concrete piers and is engraved with the names of nearly 800 people from BC who have died of AIDS. The panels have a natural rust-oxidized finish. It winds down the slope from the parking lot at Sunset Beach towards English Bay. The overall length may ultimately be as much as 60 feet. The names are inscribed beneath the phrase, ""With you a part of me hath passed away"", from poet/philosopher George Santayana.","""Though situated in a hub of life and activity, this unique setting provides a sanctuary of quiet reflection. Set in a treed bowl, the graceful lines of the memorial are designed to complement the rustic, tranquil beauty of the grassy, landscaped hillside… this British Columbia landmark of hope and courage is dedicated to the memory of those lost to HIV/AIDS, to the caregivers who eased their passing, and to those who live with the presence of their absence."" The project was developed by the AIDS Memorial Society. The design was chosen from over 70 submissions to a public call for designs.  It took 10 years to raise the funds. After a 2-year public consultation, the Park Board approved the sight at Sunset Beach. The Society also has a mandate to educate people about AIDS. http://www.aidsmemorial.ca/",,https://app.vancouver.ca/publicart_net/Img/jpg/443.jpg
Children's Animal Pathway," ""Victoria Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=246&Neighbourhood=&Ownership=&Program=, -123.066918,49.271405,,,,,
Grand Entry," ""Hillcrest Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=691&Neighbourhood=&Ownership=&Program=, -123.106820718977,49.24293319,"['Manitoba Aboriginal Arts Council, Inc.']",The artists worked individually and collectively on their concept for a series of nine (9) raven sculptures portraying a collective cultural history and perspective. Each of the nine figures represents their respective artist’s expression of the raven’s spirit.,,4575 Clancy Loranger Way,
Infinite Tire," ""Canadian Tire""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=588&Neighbourhood=&Ownership=&Program=, -123.107442608386,49.21089438,['Douglas Coupland'],,"""Southwest and Southeast Marine drive has always loomed in my mind as Vancouver’s spookiest strip. Since childhood, every time I’ve driven down it, I’ve been creeped out by the scary 1930s and 1940s industrial structures to the south — by the endless repetitive loop of fast food and dead underwatered lawns, and by its overabundance of appallingly cheap commercial architecture. In my mind, when children die, their ghosts went to work inside those scary brick buildings. Inside the fast food joints, the fare was probably saltier and greasier than anywhere else, and if you went into one of the businesses or professional buildings, cults would hand you religious pamphlets, and when you left, your clothing would smell like your grandmother’s front hall cupboard and a moldy copy of Life magazine with Pat Nixon on the cover.

I’ve been watching the strip’s ongoing redevelopment over the past decade, and while I’m glad it’s finally changing, I’ve been slightly unsure of what it’s changing into. The stores are now big and clean and shiny and no longer coma inducing — but maybe every time you buy something there, a penguin dies in Antarctica or a tree is chopped down up north, never to be replanted? Well, that’s just me being morbid. It’s now actually much better than it was before — the air of unipolar depression is gone — replaced by the early 21st century’s version of perfected retail, that of inventory-optimized big box shopping. The city has also kept what little good architecture there was and is making a definite attempt to green the place up. So when it came time to think of something for this location, I thought, ‘Why not revel in the consumer fantasia that is the Big Box?’  To do something earnest or minimal in the way that we expect public art to be seemed like a defeatist strategy. Anything sparse or overly cerebral would be optically clubbed to death by a staggering amount of colorful signage, and a chance to say something exciting or uplifting about the place would be lost in a possible miasma of jargon and Corten steel slabs.

Canadian Tire is a store about possibilities; we all know the wonderful sense of creative omnipotence we feel walking down the aisles: Oh, the things I could do with those slats! And why, are those thin-veneer doors useful as tabletops? And look! An eight-can paint-shaker! We know the smell of fertilizer, plywood and galvanized nails. And we most of all know the smell of rubber tires — the smell of long-chain carbon molecules off-gassing in a way that no ventilation system can ever fight. And in Canadian Tire, the rubber you smell is possibly a Motomaster whitewall, and that’s what Infinite Tire is: a Brancusi-esque expression of joy in all things suburban, a wink to the notion of better living through abundance, and a totem of sorts that acknowledges and revels in the choices and creative freedom that can be inherent in industrial sizing systems."" - Douglas Coupland, 2012",26 South West Marine Drive,https://app.vancouver.ca/publicart_net/Img/jpg/588.jpg
